name,id,level,1_country_id,1_country,2_district_id,2_district,3_chiefdom_id,3_chiefdom
Menicurve MCHP,VjVYaKZ9t4K,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,QywkxFudXrC,Magbema
Menika MCHP,HHc5HDPFlXy,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,fRLX08WHWpL,Lokomasama
Mercy Ship ACFC,xO9WbCvFq5k,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Mercy Ship Hospital,bqtZrXoryDF,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Mid Land MCHP,hyLU8ivDJDi,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Mile 38 CHP,WoqN1oUBX2R,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,pRHGAROvuyI,Koya
Minah MCHP,ZW3XCXXiLcO,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,VP397wRvePm,Nongoba Bullum
Mindohun CHP,QZzRkqdGjlm,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,EB1zRKdYjdY,Bendu Cha
Minthomor CHP,cZI3AWM7bIa,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,TA7NvKjsn4A,Bureh Kasseh Maconteh
M I Room (Military),c9wCIfbcyVo,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Mobai CHC,MXdbul7bBqV,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,yu4N82FFeLm,Mandu
Mobefa MCHP,XL745P4ETSL,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,CG4QD1HC3h4,Yawbeko
Modia MCHP,ua3kNk4uraZ,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,QywkxFudXrC,Magbema
Modonkor CHP,cXMQtUId06K,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,DBs6e2Oxaj1,Upper Banta
Mofombo MCHP,kqyeoWyfDmQ,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,xIKjidMrico,Kowa
Mogbasske CHP,DZaJmtlaBMl,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,RndxKqQGzUl,Dasse
Mogbongisseh MCHP,DJr17K6RWzO,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,gy8rmvYT4cj,Ribbi
Mogbuama MCHP,wGsBlwh6Zzt,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,LsYpCyYxSLY,Kamaje
Mogbwemo CHP,jIkxZKctVhB,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,XEyIRFd9pct,Imperi
Mogomgbay MCHP,GQpxsB7tekR,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,DBs6e2Oxaj1,Upper Banta
Mokainsumana CHP,bLYNonGzr0Y,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,Z9QaI6sxTwW,Kargboro
Mokaiyegbeh MCHP,WxMmxNU6Gla,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,nOYt1LtFSyU,Bumpeh
Mokandor CHP,sIVFEyNfOg4,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,Z9QaI6sxTwW,Kargboro
Mokanji CHC,cNAp6CJeLxk,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,W5fN3G6y1VI,Lower Banta
Mokassie MCHP,kd2Aqw5S07V,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,jPidqyo7cpF,Bagruwa
Mokellay MCHP,RxmgoSlw9YF,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,vULnao2hV5v,Fakunya
Mokelleh CHC,JQJjsXvHE5M,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,DBs6e2Oxaj1,Upper Banta
Mokoba MCHP,xt08cuqf1ys,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,BGGmAwx33dj,Bumpe Ngao
Mokobo MCHP,SC0nM3cbGHy,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,Z9QaI6sxTwW,Kargboro
Mokongbetty MCHP,BedE3DKQDFf,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,Z9QaI6sxTwW,Kargboro
Mokorbu MCHP,cHqboEGRUiY,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,gy8rmvYT4cj,Ribbi
Mokorewa MCHP,sAO5hEWo4z5,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,vULnao2hV5v,Fakunya
Mokotawa CHP,R9gZAoI9aQM,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,W5fN3G6y1VI,Lower Banta
Mokpanabom MCHP,qcYG2Id7GS8,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,AovmOHadayb,Timidale
Mokpende MCHP,am6EFqHGKeU,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,BGGmAwx33dj,Bumpe Ngao
Momajo MCHP,fA43H8Ds0Ja,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,zFDYIgyGmXG,Bargbo
Mondema CHC,Luv2kmWWgoG,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KXSqt7jv6DU,Gorama Mende
Mongere CHC,PC3Ag91n82e,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,npWGUj37qDe,Valunia
Mongerewa MCHP,WdgS1JcBL2g,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,VCtF1DbspR5,Jong
Mongo,OTFepb1k9Db,3,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,,
Morfindor CHP,ih77LC7LE1p,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,cM2BKSrj9F9,Luawa
Moriba Town CHC,xMn4Wki9doK,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,XEyIRFd9pct,Imperi
Moribaya MCHP,HMltAwIjIIe,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,r06ohri9wA9,Samu
Morning Star Clinic,kMTHqMgenme,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Mosagbe MCHP,AIM09vwxjoN,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,AovmOHadayb,Timidale
Mosanda CHP,cDRQOxX1wHO,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,AovmOHadayb,Timidale
Mosenegor MCHP,HHz1kAG1LKn,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,jPidqyo7cpF,Bagruwa
Mosenessie Junction MCHP,XmfqaErvQ2T,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,W5fN3G6y1VI,Lower Banta
Motema CHP,g3O1pGAfgK1,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,DmaLM8WYmWv,Nimikoro
Motoni MCHP,fvytjjnlQlK,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,gy8rmvYT4cj,Ribbi
Motonkoh MCHP,BpWJ3cRsO6g,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,gy8rmvYT4cj,Ribbi
Motorbong MCHP,Gtnbmf4LkOz,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,nOYt1LtFSyU,Bumpeh
Motuo CHC,rCKWdLr4B8K,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,aWQTfvgPA5v,Kpanda Kemoh
Moyamba,jmIPBj66vD6,2,ImspTQPwCqd,Sierra Leone,,,,
Moyamba Junction CHC,MuZJ8lprGqK,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,vULnao2hV5v,Fakunya
Moyeamoh CHP,WhCQNekdIwM,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,nOYt1LtFSyU,Bumpeh
Moyiba CHC,zEsMdeJOty4,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Moyollo MCHP,UgUcwzbEv2C,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,vULnao2hV5v,Fakunya
Moyowa MCHP,sY1WN6LjmAx,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,VCtF1DbspR5,Jong
Murray Town CHC,a04CZxe0PSe,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Musaia CHP,sTOXJA2KcY2,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,fRLX08WHWpL,Lokomasama
Musaia (Koinadugu) CHC,lBMmM0HBp4s,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,iEkBZnMDarP,Folosaba Dembelia
Mutual Faith Clinic,Uo4cyJwAhTW,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Nafaya MCHP,KQFAul3T9xz,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Nagbena CHP,nGb94wPdcqx,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,lYIM1MXbSYS,Dea
Nasarah Clinic,bPHn9IgjKLC,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,VGAFxBXz16y,Sengbeh
Ndegbome MCHP,ZsjXrmZS59z,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Nduvuibu MCHP,aBfyTU5Wgds,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Needy CHC,UOJlcpPnBat,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Nekabo CHC,L4Tw4NlaMjn,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Nengbema CHC,rm60vuHyQXj,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,I4jWcnFmgEC,Niawa Lenga
New Harvest Clinic,yP2nhllbQPh,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
New London MCHP,uczMdDZXdtl,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
New Maforkie CHP,lzz1UhTzO4E,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,JdqfYTIFZXN,Maforki
New Police Barracks CHC,mzsOsz0NwNY,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Newton CHC,m3VnSQbE8CD,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Neya,GFk45MOxzJJ,3,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,,
Ngaiya MCHP,YnuwSqXPx9H,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,DmaLM8WYmWv,Nimikoro
Ngalu CHC,CvBAqD6RzLZ,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,dGheVylzol6,Bargbe
Ngegbwema CHC,P4upLKrpkHP,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,l7pFejMtUoF,Tunkia
Ngelehun CHC,DiszpKrYNg8,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,YuQRtpLP10I,Badjia
Ngelehun MCHP,FwKJ7gYEv8U,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Ngessehun MCHP,Brre03pQkKB,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,iUauWFeH8Qp,Bum
Ngiegboiya MCHP,DwEfz1MN7Z5,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KXSqt7jv6DU,Gorama Mende
Ngiehun CHC,sznCEDMABa2,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,cM2BKSrj9F9,Luawa
Ngiehun Kongo CHP,QII5GqfDfO3,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,x4HaBHHwBML,Malegohun
Ngiehun (Lower Bambara) MCHP,m21WB5iqHAb,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Ngiehun MCHP,hBPtNXkQ3mP,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,Z9QaI6sxTwW,Kargboro
Ngiewahun CHP,KuGO75X47Gk,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,l7pFejMtUoF,Tunkia
Ngieyehun MCHP,al4GkB6X2X3,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,kU8vhUkAGaT,Lugbu
Ngogbebu MCHP,hoJ0Do9loZl,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,I4jWcnFmgEC,Niawa Lenga
Ngolahun CHC,wwM3YPvBKu2,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,BGGmAwx33dj,Bumpe Ngao
Ngolahun Jabaty MCHP,aSnKB1sWaz4,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,npWGUj37qDe,Valunia
Ngo Town CHP,XGUOQaRUPjO,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,qgQ49DH9a0v,Nimiyama
Ngueh MCHP,Vw4Uv6UPIPC,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,cgOy0hRMGu9,Sogbini
Niagorehun CHP,p9ZtyC3LQ9f,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,zFDYIgyGmXG,Bargbo
Niagorehun MCHP,WOk7efLlLSj,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,JdhagCUEMbj,Komboya
Niahun Buima MCHP,cC03EwJLBiO,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Niahun Gboyama MCHP,BJMWTGwuGiw,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,ERmBhYkhV6Y,Njaluahun
Niawa,uKC54fzxRzO,3,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,,
Niawa Lenga,I4jWcnFmgEC,3,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,,
Niayahun CHP,IHa6fsNWsOZ,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,daJPPxtIrQn,Jaiama Bongor
Nieni,J4GiUImJZoE,3,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,,
Nimikoro,DmaLM8WYmWv,3,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,,
Nimiyama,qgQ49DH9a0v,3,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,,
Ninkikoro MCHP,YXdC9hjYPqQ,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,r1RUyfVBkLp,Sambaia Bendugu
Njagbahun (Fakunya) MCHP,QoROdPmIdY1,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,vULnao2hV5v,Fakunya
Njagbahun (L.Banta) MCHP,u3B5RqJuDAP,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,W5fN3G6y1VI,Lower Banta
Njagbahun MCHP,VjygCFzqcYu,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Njagbwema CHP,MUnd4KWox8m,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,DmaLM8WYmWv,Nimikoro
Njagbwema Fiama CHC,sLKHXoBIqSs,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,CF243RPvNY7,Fiama
Njagbwema MCHP,aV9VVijeVB2,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,GWTIxJO9pRo,Gorama Kono
Njala CHC,QsAwd531Cpd,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,JdhagCUEMbj,Komboya
Njala CHP,vPz4Irz7sxR,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,DmaLM8WYmWv,Nimikoro
Njala University Hospital,Bpvug2zxHEZ,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,nV3OkyzF4US,Kori
Njaluahun,ERmBhYkhV6Y,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Njaluahun CHP,kvzdkXBxHoN,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,RzKeCma9qb1,Barri
Njama CHC,hzf90qz08AW,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,xIKjidMrico,Kowa
Njama MCHP,WMj6mBDw76A,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,GE25DpSrqpB,Malema
Njandama MCHP,g8upMTyEZGZ,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,YuQRtpLP10I,Badjia
Nomo,U09TSwIjG0s,3,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,,
Nomo Faama CHP,bne6tOoPaWn,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,U09TSwIjG0s,Nomo
Nongoba Bullum,VP397wRvePm,3,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,,
Nongowa,KIUCimTXf8Q,3,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,,
Nonkoba CHP,fdsRQbuuAuh,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,EfWCa0Cc8WW,Masimera
Numea CHC,PduUQmdt0pB,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,y5X4mP5XylL,Tonko Limba
Nyandehun CHP,JQr6TJx5KE3,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,cM2BKSrj9F9,Luawa
Nyandehun (Koya) MCHP,DINXUs8QZWg,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,EYt6ThQDagn,Koya (kenema)
Nyandehun (Mano Sakrim) MCHP,t6S2MopeRaM,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,nlt6j60tCHF,Mano Sakrim
Nyandehun MCHP,mVvEwzoFutG,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,DfUfwjM9am5,Malen
Nyandehun Nguvoihun CHP,zpEPGogIr6q,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,ERmBhYkhV6Y,Njaluahun
Nyandeyaima MCHP,DwlFKzDSuQU,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Nyangbe-Bo MCHP,AiGBODidxPw,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,vzup1f6ynON,Small Bo
Nyeama CHP,dNT8lAL4zGo,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,KSdZwrU7Hh6,Jawi
Ola During Clinic,tHUYjt9cU6h,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Paki Masabong,L8iA6eLwKNb,3,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,,
 Panderu MCHP,ueuQlqb8ccl,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Panguma Mission Hosp.,PEZNsGbZaVJ,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Panlap MCHP,zLiMZ1WrxdG,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
Paramedical CHC,tSBcgrTDdB8,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Patama MCHP,tWjUy6MCx8q,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,myQ4q1W6B4y,Dama
Pate Bana CHP,wzvDhS0TkAF,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,KKkLOTpMXGV,Bombali Sebora
PCM Hospital,LqH7ZGU9KAx,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Pehala MCHP,CqARw68kXbB,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,QwMiPiME3bA,Kpanga Kabonde
Peje Bongre,DxAPPqXvwLy,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Pejeh,N233eZJZ1bh,3,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,,
Pejewa CHC,nv41sOz8IVM,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,pmxZm7klXBy,Peje West
Pejewa MCHP,BTXwf2gl7av,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,N233eZJZ1bh,Pejeh
Peje West,pmxZm7klXBy,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Pelewahun (Baoma) MCHP,KfUCAQoOIae,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,vWbkYPRmKyS,Baoma
Pelewahun MCHP,MQHszd6K6V5,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Pellie CHC,HQoxFu4lYPS,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,KSdZwrU7Hh6,Jawi
Pendembu CHC,pJv8NJlJNhU,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,LfTkc0S4b5k,Upper Bambara
Pendembu Njeigbla MCHP,fYmE4ymzZSe,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,ERmBhYkhV6Y,Njaluahun
Penguia,bQiBfA2j5cw,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Pepel CHP,XXlzHWzhf5d,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,fRLX08WHWpL,Lokomasama
Perrie MCHP,f6xGA6BZBLO,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,eROJsBwxQHt,Gaura
Petifu CHC,ke2gwHKHP3z,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,fRLX08WHWpL,Lokomasama
Petifu Fulamasa MCHP,Yc8Cmr5XS4B,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,NNE0YMCDZkO,Yoni
Petifu Line MCHP,byOPfWkK6M6,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,l0ccv2yzfF3,Kunike
Petifu Mayepoh MCHP,DxPNV7VHauJ,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,P69SId31eDp,Gbonkonlenken
Pewama CHP,nbMpoRiVRWd,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,KSdZwrU7Hh6,Jawi
Peya MCHP,zQ2pFkzGtIg,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,qgQ49DH9a0v,Nimiyama
Peyima CHP,FGV6TAbL0eN,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,kvkDWg42lHR,Kamara
Philip Street Clinic,ctfiYW0ePJ8,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Plantain Island MCHP,oV9P0VvL9Jh,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,Z9QaI6sxTwW,Kargboro
PMO Clinetown,g7BLyiBb0ET,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Porpon MCHP,EO6ghLtWv4W,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,GFk45MOxzJJ,Neya
Port Loko,TEQlaapDQoK,2,ImspTQPwCqd,Sierra Leone,,,,
Potehun MCHP,zY9ds4oNZxw,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Potoru CHC,k6lOze3vTzP,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,RzKeCma9qb1,Barri
Praise Foundation CHC,wtdBuXDwZYQ,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Pujehun,bL4ooGhyHRQ,2,ImspTQPwCqd,Sierra Leone,,,,
Punduru CHP,sYJCxNdKHxR,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KXSqt7jv6DU,Gorama Mende
Punthun MCHP,rNaQEFRINbd,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
Quarry MCHP,xXYv82KlBUh,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Quidadu MCHP,VZ6Cocesljy,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,TQkG0sX9nca,Gbense
Rapha Clinic,is3w3HROKVc,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Red Cross Clinic,wNYYRm2c9EK,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,KKkLOTpMXGV,Bombali Sebora
Regent (RWA) CHC,oRncQGhLYNE,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Ribbi,gy8rmvYT4cj,3,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,,
Rina Clinic,u6ZGNI8yUmt,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Robaka MCHP,ym42ZOlfZ1P,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,PrJQHI6q7w2,Tainkatopa Makama Safrokoh 
Robarie MCHP,oph70zH8JB2,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,NNE0YMCDZkO,Yoni
Robat MCHP,gP6hn503KUX,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,KKkLOTpMXGV,Bombali Sebora
