name,id,level,1_country_id,1_country,2_district_id,2_district,3_chiefdom_id,3_chiefdom
Kingtom Police Hospital (MI Room),lekPjgUm0o2,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Kissi Kama,JsxnA2IywRo,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Kissi Teng,j0Mtr3xTMjM,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Kissi Tongi,hjpHnHZIniP,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Kissy Health Centre,FclfbEFMcf3,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Kissy Koya MCHP,XLiqwElsFHO,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,pRHGAROvuyI,Koya
Kissy Town CHP,lmNWdmeOYmV,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Koakor MCHP,EQc3n1juPFn,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,TQkG0sX9nca,Gbense
Koakoyima CHC,SnCrOCRrxGX,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,M2qEv692lS6,Tankoro
Koardu MCHP,PwoQgMJNWbR,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,Zoy23SSHCPs,Gbane Kandor
Kochero MCHP,VF7LfO19vxS,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,g5ptsn0SFX8,Sandor
Koeyor MCHP,zsqxu7ZZRpO,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,TQkG0sX9nca,Gbense
Koidu Govt. Hospital,OzjRQLn3G24,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,TQkG0sX9nca,Gbense
Koidu Under Five Clinic,Ls2ESQONh9S,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,TQkG0sX9nca,Gbense
Koije MCHP,vj0HUVazItT,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,d9iMR1MpuIO,Soro-Gbeima
Koinadugu,qhqAxPSTUXp,2,ImspTQPwCqd,Sierra Leone,,,,
Koinadugu II CHP,hMBotMwWnU1,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,VGAFxBXz16y,Sengbeh
Koindu CHC,DMxw0SASFih,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,j0Mtr3xTMjM,Kissi Teng
Koindu-kuntey MCHP,GM9ddjXIO5b,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,EjnIQNVAXGp,Mafindor
Koindukura MCHP,bqSIIRuZ1qj,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,PaqugoqjRIj,Sulima (Koinadugu)
Kokoru CHP,F2TAF765q1b,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,eROJsBwxQHt,Gaura
Kolisokor MCHP,m7fBMpmVpSM,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
Komba Yendeh CHP,T62lSjsZe9n,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,LhaAPLxdSFH,Lei
Kombilie MCHP,HC2NlwpoXfb,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,OTFepb1k9Db,Mongo
Komboya,JdhagCUEMbj,3,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,,
Komboya Gbauja MCHP,JiEz2VDLwHY,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,JdhagCUEMbj,Komboya
Komendeh (Nongowa) MCHP,NqwvaQC1ni4,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Komende (Kaiyamba) MCHP,Zr7pgiajIo9,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,USQdmvrHh1Q,Kaiyamba
Komende Luyaima MCHP,Zq9ATbrmKIa,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Komneh CHP,w0QDch3dyPH,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,HWjrSuoNPte,Sanda Magbolonthor
Komrabai Ngolla MCHP,Uv15pOAstzX,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,pRHGAROvuyI,Koya
Komrabai Station MCHP,cUltUneFSan,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,fwxkctgmffZ,Kholifa Mabang
Konabu MCHP,mhJQYk2Jwym,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Konda CHP,jkPHBqdn9SA,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,nV3OkyzF4US,Kori
Kondembaia CHC,p310xqwAJge,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,Lt8U7GVWvSR,Diang
Kondewakoro CHP,ZSBnWFBpPPJ,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,FRxcUEwktoV,Toli
Kondeya MCHP,OynYyQiFu82,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,VGAFxBXz16y,Sengbeh
Kondeya (Sandor) MCHP,e5sGsWLEn3k,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,g5ptsn0SFX8,Sandor
Kondiama MCHP,kRWIof0qPJj,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,dGheVylzol6,Bargbe
Kongbora,Jiyc4ekaMMh,3,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,,
Kongoifeh MCHP,qwmh84DV65K,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,LhaAPLxdSFH,Lei
Konia MCHP,yJ1xkKha5oE,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,RzKeCma9qb1,Barri
Konjo CHP,mokUyyg3olJ,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,cM2BKSrj9F9,Luawa
Konjo (Dama) CHP,aXsLBCzwYWW,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,myQ4q1W6B4y,Dama
Konjo MCHP,d7hw1ababST,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Kono,Vth0fbpFcsO,2,ImspTQPwCqd,Sierra Leone,,,,
Kono Bendu CHP,SVEfwJ0BGeD,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,bQiBfA2j5cw,Penguia
Konta CHP,AQQCxQqDxLe,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,kbPmt60yi0L,Bramaia
Konta (Gorama M) CHP,UAtEKSd5QTf,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KXSqt7jv6DU,Gorama Mende
Konta-Line MCHP,nornKUJmQqn,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,EfWCa0Cc8WW,Masimera
Konta Wallah MCHP,TkhwySsXC5V,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,fRLX08WHWpL,Lokomasama
Korbu MCHP,m73lWmo5BDG,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,I4jWcnFmgEC,Niawa Lenga
Kordebotehun MCHP,lwHs72tP6Kh,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Korgbotuma MCHP,hCm2Nh7C8BW,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,USQdmvrHh1Q,Kaiyamba
Kori,nV3OkyzF4US,3,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,,
Koribondo CHC,mwN7QuEfT8m,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,daJPPxtIrQn,Jaiama Bongor
Kormende MCHP,S9QckzKX6Lg,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,VCtF1DbspR5,Jong
Kornia Kpindema CHP,MrME31scKA1,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Kornia MCHP,CSDGDOa7wHd,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,myQ4q1W6B4y,Dama
Kortohun CHP,z6v73gowbuM,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,BXJdOLvUrZB,Gbendembu Ngowahun
Kortuma MCHP,cXOR7vSMBKO,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,KSdZwrU7Hh6,Jawi
Kowa,xIKjidMrico,3,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,,
Kowama MCHP,jr5hIZcJBXB,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,eNtRuQrrZeo,Galliness Perri
Koya,pRHGAROvuyI,3,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,,
Koyagbema MCHP,Kmu7ox2MiiU,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Koya (kenema),EYt6ThQDagn,3,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,,
Koya MCHP,brnL0W3Fbsj,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,r06ohri9wA9,Samu
Kpaka,zSNUViKdkk3,3,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,,
Kpanda Kemoh,aWQTfvgPA5v,3,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,,
Kpandebu CHC,TljiT6C5D0J,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,myQ4q1W6B4y,Dama
Kpandebu CHP,nE01sGNCY5P,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,cM2BKSrj9F9,Luawa
Kpandebu MCHP,PFZbQjwty2n,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Kpanga Kabonde,QwMiPiME3bA,3,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,,
Kpanga Krim,YpVol7asWvd,3,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,,
Kpayama 1 MCHP,So2b8zJfcMa,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Kpayama 2 MCHP,geVF87N7qTw,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Kpetema CHP,RTixJpRqS4C,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,BGGmAwx33dj,Bumpe Ngao
Kpetema CHP (Toli),GIRLSZ1tB00,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,FRxcUEwktoV,Toli
Kpetema (Lower Bambara) CHP,U02o1QAm6cC,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Kpetema MCHP,kDxbU1uSBFh,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Kpetewoma CHP,mGmu0GJ5neg,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,kU8vhUkAGaT,Lugbu
Kpewama MCHP,DcmSvQd5N8c,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,npWGUj37qDe,Valunia
Kpolies Clinic,bM4Ky73uMao,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Kpowubu MCHP,QkczRcSeNck,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,eNtRuQrrZeo,Galliness Perri
Kpuabu MCHP,S7KwVLbFlss,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,npWGUj37qDe,Valunia
Kpumbu MCHP,pMEnu7BjqMz,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,vWbkYPRmKyS,Baoma
Kroo Bay CHC,sM0Us0NkSez,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Kukuna CHP,M9JyYBZTqR7,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,kbPmt60yi0L,Bramaia
Kumala CHP,CvYsZipdHMN,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,J4GiUImJZoE,Nieni
Kumrabai Yoni MCHP,bJ0VSATHwO2,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,NNE0YMCDZkO,Yoni
Kundorma CHP,S2NaydvPENH,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,QlCIp2S9NHs,Dodo
Kundundu MCHP,jYPY8mT8gn6,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,LhaAPLxdSFH,Lei
Kunike,l0ccv2yzfF3,3,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,,
Kunike Barina,rXLor9Knq6l,3,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,,
Kunsho CHP,tdhB1JXYBx2,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
Kuntorloh CHP,bKiJzk8ZZbS,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Kunya MCHP,kIbcKauMdlW,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,r1RUyfVBkLp,Sambaia Bendugu
Kuranko MCHP,WUQrS4Yqmoy,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,pRHGAROvuyI,Koya
Kurubonla CHC,Ep5iWL1UKvF,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,GFk45MOxzJJ,Neya
Kwamabai Krim,HV8RTzgcFH3,3,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,,
Kwellu Ngieya CHP,SzEmaH63Qe8,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,byp7w6Xd9Df,Yawei
Kychom CHC,PcADvhvcaI2,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,r06ohri9wA9,Samu
Laiya CHP,yg7uxUol97F,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,WXnNDWTiE9r,Sanda Loko
Lakka Hospital,K0d08d3sUOv,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Lakka/Ogoo Farm CHC,NRPCjDljVtu,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Laleihun CHP,SFQblJrFblm,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,bQiBfA2j5cw,Penguia
Laleihun Kovoma CHC,N3tpEjZcPm9,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,ERmBhYkhV6Y,Njaluahun
Lango Town MCHP,xEip3dtU8bp,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Langrama,jWSIbtKfURj,3,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,,
Largo CHC,iOA3z6Y3cq5,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Lawana (Kongbora) MCHP,aXnGiQGhOAj,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,Jiyc4ekaMMh,Kongbora
Lawana MCHP,X7ZVgRPt31q,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,aWQTfvgPA5v,Kpanda Kemoh
Lei,LhaAPLxdSFH,3,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,,
Leicester (RWA) CHP,KxtLZtVmpur,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Lengekoro MCHP,rs87nYgwbKv,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,Lt8U7GVWvSR,Diang
Leprosy & TB Hospital,cdmkMyYv04T,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
Levuma CHP,Bf9R1R91mw4,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,yu4N82FFeLm,Mandu
Levuma Kai MCHP,BgOhMcH9bxq,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,USQdmvrHh1Q,Kaiyamba
Levuma (Kandu Lep) CHC,YvwYw7GilkP,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,K1r3uF6eZ8n,Kandu Lepiema
Levuma Nyomeh CHP,BqRElDluXGa,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,Jiyc4ekaMMh,Kongbora
Libeisaygahun,hRZOIgQ0O1m,3,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,,
Lion for Lion Clinic,cZxP4NE5O9z,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Liya MCHP,tBRDdxfKbMx,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,zSNUViKdkk3,Kpaka
Lokomasama,fRLX08WHWpL,3,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,,
London (Blama) MCHP,hIpcmjLrDDW,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,vzup1f6ynON,Small Bo
Looking Town MCHP,Z7UAnjpK74g,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Loppa CHP,IW3guWF3uvF,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,myQ4q1W6B4y,Dama
Loreto Clinic,cgqkFdShPzg,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,KKkLOTpMXGV,Bombali Sebora
Lower Bambara,hdEuw2ugkVF,3,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,,
Lower Banta,W5fN3G6y1VI,3,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,,
Lowoma CHC,IlMQTFvcq9r,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Lowoma MCHP,rozv5QUSE7a,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,daJPPxtIrQn,Jaiama Bongor
Luawa,cM2BKSrj9F9,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Lugbu,kU8vhUkAGaT,3,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,,
Lumley Hospital,PqlNXedmh7u,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Lumpa CHP,m8qnxndRDR6,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
"Lungi Govt. Hospital, Port Loko",gsypzntLahf,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,vn9KJsLyP5f,Kaffu Bullom
Lungi Town MCHP,ntQSuMb7J21,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,vn9KJsLyP5f,Kaffu Bullom
Lungi UFC,xuk02oLk12O,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,vn9KJsLyP5f,Kaffu Bullom
Lunsar CHC,q56204kKXgZ,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,RWvG1aFrr0r,Marampa
Lyn Maternity MCHP,k6DIO9LIEk9,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Maami CHP,voQXVNftP4W,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,iUauWFeH8Qp,Bum
Mabai (Kholifa Rowalla) MCHP,q5kAX5MyPB6,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,PQZJPIpTepd,Kholifa Rowalla
Mabai MCHP,xRsoZIRmnt4,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,fwxkctgmffZ,Kholifa Mabang
Mabain MCHP,GtJoxCaM2zg,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,TA7NvKjsn4A,Bureh Kasseh Maconteh
Mabang CHC,Ahh47q8AkId,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,fwxkctgmffZ,Kholifa Mabang
Mabang MCHP,fCFdj2T0Bq1,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,gy8rmvYT4cj,Ribbi
Mabayo MCHP,Xzxy8NuVsLp,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
Mabella MCHP,MiYhwDprCCA,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Mabenteh Community Hospital,taKiTcaf05H,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
Mabineh MCHP,mc3jvzpzSi4,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,l0ccv2yzfF3,Kunike
Mabolleh MCHP,PybxeRWVSrI,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,KKkLOTpMXGV,Bombali Sebora
Mabom CHP,lBob31rp6l4,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,PQZJPIpTepd,Kholifa Rowalla
Maboni MCHP,r0TCGeLkQKI,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,JdqfYTIFZXN,Maforki
Mabonkanie MCHP,CEoD9uQVIZB,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,XG8HGAbrbbL,Safroko Limba
Mabontor CHP,jVDUkOBCjDy,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,BmYyh9bZ0sr,Kafe Simira
Mabora MCHP,fmkqsEx6MRo,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,pRHGAROvuyI,Koya
Maborie MCHP,ApLCxUmnT6q,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,PQZJPIpTepd,Kholifa Rowalla
Maborognor MCHP,vxExu6yOYLg,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,ZiOVcrSjSYe,Dibia
Mabunduka CHC,TmCsvdJLHoX,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,UhHipWG7J8b,Sanda Tendaren
Mabureh CHP,b09gf2vvZDb,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Mabureh Mende MCHP,bkMlhoccaVw,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,Pc3JTyqnsmL,Buya Romende
Macauley Satellite Hospital,rIgJX4N0DGZ,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
MacDonald MCHP,FupvWBUFXr7,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Macoth MCHP,U0KpeSx4UIB,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,xGMGhjA3y6J,Mambolo
Macrogba MCHP,Xnif5imKLlT,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,NNE0YMCDZkO,Yoni
MadaKa MCHP,b1F5bfb7WUR,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Madina (BUM) CHC,gE3gEGZbQMi,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,iUauWFeH8Qp,Bum
Madina Fullah CHP,pJj2r2HElLE,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,WXnNDWTiE9r,Sanda Loko
Madina Gbonkobor MCHP,SZrG4yHGV4x,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,iUauWFeH8Qp,Bum
Madina Loko CHP,I48Qu6R0sGm,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,BXJdOLvUrZB,Gbendembu Ngowahun
Madina (Malema) MCHP,SFQigiC2ISS,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,GE25DpSrqpB,Malema
Madina MCHP,kFScvrF3wPo,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,Pc3JTyqnsmL,Buya Romende
Madina Wesleyan Mission,ALnjmvcRSxU,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,y5X4mP5XylL,Tonko Limba
Madopolahun MCHP,QBRQnWPRO3V,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,hjpHnHZIniP,Kissi Tongi
Mafaray CHP,OjRCvy71kAL,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,qIRCo0MfuGb,Gbinleh Dixion
Mafindor,EjnIQNVAXGp,3,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,,
Mafoimara MCHP,z4silfLpw2G,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,JdqfYTIFZXN,Maforki
Maforay (B. Sebora) MCHP,C1zlHePEQe6,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,KKkLOTpMXGV,Bombali Sebora
Maforay MCHP,simyC07XwnS,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,JdqfYTIFZXN,Maforki
Maforki,JdqfYTIFZXN,3,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,,
Mafufuneh MCHP,L3GgannGGKl,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,r06ohri9wA9,Samu
Magbaesa MCHP,j57JudVQJtn,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,NNE0YMCDZkO,Yoni
Magbaft MCHP,XjpmsLNjyrz,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,NNE0YMCDZkO,Yoni
Magbaikoli MCHP,cTU2WmWcJKx,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
